client,income_tax
275,4990812
276,4283437
277,3923549
278,1305978
279,3835199
280,601886
281,1362135
282,3239023
283,1445421
284,2863394
285,3559060
286,310723
287,662598
288,1571857
289,3792899
290,4045530
291,19381
292,4734431
293,3643870
294,1204299
295,2492072
296,1405909
297,4805584
298,510755
299,1837280
300,1796573
301,1532176
302,3222928
303,844585
304,1246704
305,2708486
306,1131442
307,3323446
308,4077171
309,167823
310,746396
311,3563976
312,4899357
313,673625
314,1591930
315,3679595
316,4142150
317,549611
318,698732
319,2817238
320,4537412
321,2747931
322,1036728
323,127291
324,91355
325,1373226
326,2193796
327,4883328
328,2382197
329,4226166
330,1758880
331,954975
332,4858020
333,522416
334,3113478
335,907577
336,3709163
337,761112
338,3319625
339,4026307
340,1819589
341,950017
342,189218
343,2261876
344,3024496
345,4136539
346,425689
347,642989
348,2454363
349,1784414
350,3284535
351,3143868
352,417477
353,2698851
354,3746100
355,2866489
356,2996554
357,2028979
358,664305
359,4916573
360,163712
361,3026576
362,2201555
363,2657958
364,2395379
365,3068373
366,179326
367,3323991
368,3479413
369,4432093
370,3579212
371,602836
372,1051859
373,286132
374,4070338
375,3598410
376,4351046
377,1886401
378,1103171
379,1348986
380,4818387
381,2693775
382,1616384
383,2690262
384,1916237
385,4445602
386,3105167
387,174388
388,3355031
389,2111311
390,37939
391,1226579
392,1128751
393,578908
394,1025946
395,116330
396,2637847
397,4462366
398,777753
399,4214876
400,4331155
401,909011
402,4713281
403,64006
404,4730922
405,2325138
406,1173697
407,2353313
408,1974342
409,4080113
410,2761737
411,1132289
412,723783
413,3795954
414,526475
415,180265
416,2551304
417,3269225
418,3769587
419,858943
420,4026490
421,3221542
422,91577
423,21052
424,3517517
425,4844003
426,3748392
427,4761679
428,2775866
429,2437622
430,4478899
431,1307590
432,4693830
433,989080
434,1920551
435,3395542
436,3839282
437,442644
438,3881374
439,4442009
440,1613942
441,4059373
442,4257169
443,4167537
444,3124224
445,1449762
446,3127412
447,79209
448,1210149
449,4666601
450,4674697
451,549447
452,4830958
453,1965125
454,4398896
455,2459991
456,3354944
457,3142925
458,4309861
459,4580079
460,1937515
461,3238958
462,3847514
463,420290
464,2485981
465,3880484
466,4269428
467,136182
468,712879
469,4595549
470,4829510
471,4201929
472,2055957
473,3057331
474,2352396
475,3746254
476,1482205
477,2771592
478,4832043
479,4594860
480,2800500
481,1404092
482,6806
483,4090745
484,3258192
485,683774
486,3988400
487,1291197
488,1377000
489,3306548
490,381466
491,184667
492,820473
493,4073494
494,1571413
495,1894082
496,3352145
497,3551485
498,1050027
499,3746278
500,2619173
501,76646
502,3221126
503,4438522
504,1383645
505,2265784
506,2055140
507,2359889
508,3061335
509,3603582
510,33685
511,4258593
512,2282678
513,1271141
514,4492918
515,2393985
516,4195856
517,2715775
518,731406
519,1917512
520,2095439
521,1824420
522,98858
523,3441687
524,887820
525,99761
526,2050876
527,4082714
528,2162989
529,4403900
530,1170993
531,1240387
532,2177161
533,729556
534,4948672
535,4287191
536,1186994
537,654421
538,1152875
539,4988500
540,3785974
541,4946619
542,731750
543,1433067
544,2465256
545,3975060
546,1407189
547,926288
548,3173760
549,3339064
550,1634793
551,2252106
552,2458724
553,396343
554,4891349
555,1595674
556,3505525
557,3825253
558,3284360
559,1079686
560,3467369
561,3245110
562,4873206
563,953510
564,798840
565,4594674
566,1721077
567,2847554
568,3216856
569,4305779
570,4531141
571,4660658
572,4739293
573,857477
574,631839
575,1451303
576,3932485
577,2165188
578,911583
579,140915
580,4421919
581,4963636
582,940186
583,1907157
584,2065787
585,2860275
586,377126
587,2839178
588,1161748
589,1268548
590,4872765
591,3313696
592,282382
593,3695290
594,2442746
595,4723366
596,1015528
597,566513
598,1988264
599,4025338
600,3572566
601,3455034
602,2573348
603,2917706
604,251260
605,1769020
606,2587506
607,1307984
608,4394189
609,2395987
610,2151006
611,2731010
612,2437733
613,1531891
614,4189775
615,1643731
616,699084
617,1313255
618,1621722
619,1691022
620,730404
621,2995985
622,780450
623,162043
624,2172183
625,1391904
626,807655
627,3344172
628,4985425
629,632003
630,2609013
631,3832332
632,3838892
633,1423517
634,3478950
635,719384
636,4033742
637,4193938
638,394936
639,1702034
640,2578332
641,4986425
642,3810890
643,1406336
644,2030425
645,3542674
646,1920491
647,1514079
648,2283262
649,4218050
650,3198993
651,3477132
652,2894780
653,472720
654,4691603
655,1952310
656,4382294
657,4878555
658,1995134
659,4818908
660,4751481
661,2519924
662,3320010
663,2238772
664,595181
665,716624
666,645368
667,447505
668,1928817
669,2599805
670,2862037
671,2270361
672,1682161
673,4476173
674,3963938
675,1459067
676,3656709
677,2966430
678,928787
679,4970124
680,4051079
681,2045547
682,3612705
683,4633187
684,3893576
685,4093394
686,1788983
687,4070013
688,3881339
689,3208005
690,322711
691,3080802
692,4897540
693,4232576
694,3230060
695,3031188
696,1503942
697,2716931
698,3883202
699,3775563
700,2633280
701,2604577
702,3134913
703,4103742
704,23883
705,2888392
706,4513398
707,1363021
708,4538955
709,409385
710,828260
711,1980690
712,2570512
713,2916040
714,88491
715,3283333
716,1047585
717,3386016
718,1254214
719,2330700
720,593540
721,1219224
722,3231106
723,2391177
724,2189469
725,1695231
726,218273
727,1926285
728,2718763
729,4733233
730,706483
731,234798
732,222258
733,959642
734,1872484
735,506896
736,1778153
737,3062031
738,4862445
739,3789661
740,4490373
741,3630545
742,248199
743,418361
744,3180936
745,3002034
746,4624890
747,15288
748,1873356
749,1050846
750,4272603
751,4532085
752,574664
753,263853
754,2676273
755,641636
756,4041852
757,2448729
758,687681
759,1877824
760,2732197
761,1037567
762,80486
763,4505806
764,2842225
765,2717272
766,260256
767,256666
768,1270878
769,4871959
770,1767536
771,764106
772,4605408
773,705164
774,3271311
775,672249
776,2772595
777,1489752
778,1766552
779,456862
780,3036737
781,1808961
782,4760744
783,2437660
784,1655404
785,1530496
786,943821
787,3224181
788,2330318
789,3485304
790,449025
791,4661800
792,4339277
793,4817082
794,2154264
795,4796151
796,2521600
797,973255
798,3962251
799,3268523
800,147392
801,2323785
802,2720377
803,2801806
804,572642
805,3949850
806,2861543
807,2792882
808,4280234
809,3782966
810,3190535
811,4296402
812,3165341
813,1796229
814,672628
815,4691868
816,3343528
817,818835
818,850196
819,3635618
820,1310209
821,884119
822,1166601
823,65292
824,68888
825,1657963
826,817469
827,838396
828,984180
829,3104931
830,757938
831,4536759
832,4315424
833,4997121
834,3700934
835,902872
836,796921
837,3923930
838,4141278
839,2112174
840,3595787
841,891980
842,771073
843,440425
844,1002191
845,4088272
846,3309153
847,461223
848,4087303
849,1330636
850,3728554
851,4507445
852,1493055
853,4605413
854,4246524
855,294859
856,647243
857,4514665
858,3863556
859,4908425
860,816902
861,649840
862,237768
863,3444010
864,1812322
865,3433137
866,1545673
867,980239
868,1606967
869,1889227
870,2486908
871,65896
872,1093833
873,3327502
874,2431085
875,3957505
876,1250778
877,2105908
878,821453
879,3510877
880,4815850
881,2481481
882,383680
883,3634011
884,4600679
885,3897622
886,1312899
887,3288097
888,2813130
889,2189997
890,1029243
891,2523
892,3033577
893,928309
894,1175189
895,1193311
896,4285911
897,2107849
898,4448818
899,3638525
900,2196710
901,3080555
902,1508826
903,864573
904,2654954
905,4128996
906,3840073
907,236836
908,4583816
909,4477666
910,3423436
911,4702672
912,140051
913,2152255
914,1464811
915,2686673
916,4574555
917,1858395
918,2891449
919,4596261
920,3129289
921,2547523
922,4463903
923,2193265
924,3058675
925,1117949
926,130174
927,4808121
928,3718137
929,3668715
930,1210317
931,495300
932,733151
933,3438078
934,877648
935,1488578
936,3291213
937,2665287
938,2629736
939,3588658
940,2270556
941,3289859
942,2303189
943,575780
944,958999
945,2715610
946,560407
947,2342170
948,2120674
949,941691
950,887546
951,4445982
952,3379901
953,493094
954,961167
955,4274593
956,4099937
957,1046102
958,540847
959,2727366
960,2838711
961,3596781
962,1342924
963,2547000
964,2164737
965,1708300
966,3683341
967,2906325
968,2904619
969,1381562
970,660581
971,3861765
972,371345
973,1291762
974,3946733
975,2940329
976,3372126
977,4454530
978,1807066
979,1665721
980,1022827
981,3968885
982,3918841
983,2612275
984,2383938
985,3592006
986,914258
987,4704994
988,3955465
989,538359
990,381487
991,4482231
992,3978483
993,241954
994,3372886
995,3833656
996,4777782
997,4922747
998,3164026
999,4064270
1000,2039589
1001,2842115
1002,360150
1003,1288265
1004,3133149
1005,599403
1006,3045881
1007,2437792
1008,778218
1009,516000
1010,3997619
1011,3407679
1012,1063041
1013,3171676
1014,1458978
1015,356569
1016,1561973
1017,3974107
1018,3455174
1019,2857546
1020,2434830
1021,1823378
1022,17834
1023,2386038
1024,771309
1025,22738
1026,1762426
1027,4860631
1028,2689279
1029,2494863
1030,873276
1031,2345615
1032,3307495
1033,1935051
1034,2988998
1035,985790
1036,3437774
1037,4397684
1038,4807976
1039,2703660
1040,4456067
1041,3226123
1042,2382858
1043,3668706
1044,4324674
1045,3042830
1046,4547857
1047,75099
1048,289727
1049,3431741
1050,117111
1051,2199143
1052,527052
1053,4122018
1054,778266
1055,2329313
1056,1079711
1057,3909324
1058,511630
1059,556659
1060,664330
1061,357555
1062,1210133
1063,1784583
1064,2875404
1065,3261014
1066,1382740
1067,2960964
1068,4420851
1069,3701612
1070,1856712
1071,3913993
1072,4413800
1073,3335740
1074,4416994
1075,2638566
1076,697680
1077,607841
1078,3064014
1079,1215766
1080,3351141
1081,2426708
1082,1648943
1083,976988
1084,3078403
1085,2718969
1086,1687142
1087,4637329
1088,3074788
1089,3365467
1090,668998
1091,1644581
1092,4094762
1093,2945940
1094,697301
1095,373961
1096,4145680
1097,142502
1098,4150794
1099,1342220
1100,2030519
1101,518801
1102,3552753
1103,4923821
1104,3460977
1105,4937077
1106,4016158
1107,1031300
1108,2181660
1109,2319787
1110,883237
1111,3152129
1112,3656744
1113,522773
1114,4109312
1115,694296
1116,1488119
1117,1715731
1118,2344617
1119,1632835
1120,134133
1121,802988
1122,2890126
1123,426460
1124,1163658
1125,1618949
1126,3098303
1127,285496
1128,4420375
1129,766252
1130,4552261
1131,3418788
1132,4714461
1133,522149
1134,283177
1135,4590632
1136,1669876
1137,2803059
1138,176833
1139,2225027
1140,3283868
1141,4906257
1142,2873623
1143,2015897
1144,4588977
1145,439785
1146,58028
1147,85481
1148,877761
1149,2135518
1150,3024168
1151,1855413
1152,2047563
1153,863643
1154,480973
1155,3405044
1156,3650053
1157,3641832
1158,2079596
1159,2568106
1160,4730534
1161,3063653
1162,4757536
1163,1027856
1164,2212976
1165,3236259
1166,3488115
1167,4479076
1168,4209897
1169,1879649
1170,2545960
1171,3986309
1172,729785
1173,3310806
1174,694542
1175,2380505
1176,3447299
1177,2176410
1178,4862944
1179,1633681
1180,1306467
1181,4547680
1182,1785025
1183,3848096
1184,2720813
1185,2531022
1186,4878032
1187,3156383
1188,542306
1189,4389042
1190,4776531
1191,4302140
1192,3487310
1193,4134920
1194,1380259
1195,2072618
1196,688461
1197,3588437
1198,2335157
1199,4026849
1200,4648004
1201,772324
1202,1169567
1203,3991956
1204,2194408
1205,4381409
1206,793599
1207,1348994
1208,2573896
1209,992962
1210,854655
1211,862923
1212,4515061
1213,550949
1214,3067124
1215,2910224
1216,2275692
1217,4584737
1218,4633196
1219,3217801
1220,4308569
1221,1093210
1222,3187061
1223,4197767
1224,2916367
1225,4511459
1226,1100249
1227,4958917
1228,28877
1229,4419273
1230,3664135
1231,1993657
1232,1464213
1233,2331696
1234,44139
1235,1587279
1236,3643180
1237,4163007
1238,447359
1239,2255913
1240,4200922
1241,2797591
1242,110877
1243,455648
1244,2593605
1245,2116020
1246,1112951
1247,2231287
1248,846296
1249,2999782
1250,1847799
1251,328391
1252,1970889
1253,3488648
1254,2776478
1255,4914724
1256,3128153
1257,4747204
1258,453032
1259,4523912
1260,2128910
1261,1719668
1262,777732
1263,4231944
1264,4852777
1265,3920008
1266,178998
1267,3896580
1268,2245525
1269,3705753
1270,2881002
1271,1907350
1272,1091519
1273,1269855
1274,4781661
1275,462078
1276,2116535
1277,2055071
1278,4597367
1279,3647714
1280,3584588
1281,4194581
1282,1803493
1283,1114056
1284,4290829
1285,1754071
1286,4278591
1287,2946221
1288,919726
1289,4185773
1290,2375319
1291,2533995
1292,4688667
1293,1626972
1294,2030145
1295,4535237
1296,292743
1297,2850312
1298,2590815
1299,2093174
1300,511888
1301,1860445
1302,2039067
1303,1893107
1304,1206802
1305,3634179
1306,559966
1307,3658403
1308,3439313
1309,1668079
1310,4639905
1311,664098
1312,2807270
1313,843770
1314,2339090
1315,3473380
1316,1934888
1317,3901817
1318,4270091
1319,4878106
1320,3860128
1321,692545
1322,2003603
1323,2020074
1324,3681322
1325,4488586
1326,3052693
1327,3814823
1328,3648954
1329,905577
1330,2369108
1331,2168434
1332,2477507
1333,668027
1334,4185401
1335,2627253
1336,631310
1337,3938414
1338,3599026
1339,2323749
1340,303084
1341,979358
1342,225414
1343,2706830
1344,4147775
1345,4194691
1346,4677828
1347,3641751
1348,277005
1349,1849039
1350,3562527
1351,4987484
1352,3699485
1353,2165147
1354,3755969
1355,2737603
1356,2433582
1357,2632465
1358,2327505
1359,3826618
1360,3956611
1361,802677
1362,550597
1363,457504
1364,2064136
1365,52878
1366,4979703
1367,3300231
1368,3973751
1369,3775682
1370,1262264
1371,2139931
1372,176883
1373,3186843
1374,1936166
1375,4191266
1376,4420836
1377,268367
1378,777721
1379,1430757
1380,2205484
1381,4512136
1382,191983
1383,4531969
1384,4064096
1385,1452817
1386,1131027
1387,4740235
1388,4180458
1389,4900844
1390,4611199
1391,2710891
1392,2806613
1393,1019298
1394,491643
1395,2826469
1396,1766343
1397,4012884
1398,3154282
1399,2104951
1400,4370823
1401,196717
1402,1967408
1403,1580113
1404,2296243
1405,4825726
1406,1569182
1407,1128359
1408,791242
1409,525647
1410,4698807
1411,4767057
1412,491634
1413,475448
1414,1450458
1415,324058
1416,3256263
1417,2279906
1418,86439
1419,3613657
1420,3697590
1421,324745
1422,280221
1423,333731
1424,1382377
1425,4628421
1426,4684730
1427,842839
1428,4441368
1429,3807742
1430,4782720
1431,3705618
1432,953443
1433,3945947
1434,3060896
1435,2528307
1436,108355
1437,4685149
1438,2110238
1439,473792
1440,320321
1441,4643893
1442,394232
1443,3582484
1444,2908951
1445,1827949
1446,2155528
1447,761102
1448,2544385
1449,691851
1450,2829708
1451,3952946
1452,257708
1453,930196
1454,3358754
1455,1422261
1456,2615654
1457,940028
1458,123327
1459,4479243
1460,3209930
1461,2161582
1462,680335
1463,3743688
1464,101064
1465,3288104
1466,2569263
1467,156743
1468,3406810
1469,3887008
1470,4436941
1471,28238
1472,3814594
1473,50475
1474,2546462
1475,824731
1476,1050424
1477,3491425
1478,1486942
1479,508499
1480,4774902
1481,715501
1482,1473765
1483,2107253
1484,385375
1485,1842699
1486,183364
1487,918580
1488,3861812
1489,4448005
1490,2095175
1491,4981760
1492,79097
1493,1298950
1494,1717373
1495,4940556
1496,2647940
1497,4275246
1498,1120726
1499,3713453
1500,1981546
1501,2987255
1502,862700
1503,3695823
1504,3914132
1505,3837667
1506,3756160
1507,2303119
1508,2636610
1509,4990997
1510,4652990
1511,4101341
1512,168760
1513,2114496
1514,1794371
1515,1159728
1516,3528133
1517,1729504
1518,2128641
1519,1365540
1520,856507
1521,4111482
1522,2395153
1523,3780996
1524,3192475
1525,159196
1526,1875425
1527,117594
1528,1718206
1529,3781003
1530,2982105
1531,1848286
1532,21431
1533,725640
1534,4845369
1535,4914673
1536,3792755
1537,1002428
1538,3870715
1539,1744618
1540,115044
1541,2836440
1542,1822160
1543,4323482
1544,3592220
1545,244090
1546,4850033
1547,2332283
1548,2987769
1549,109474
1550,2547549
1551,4918356
1552,807259
1553,462645
1554,3207989
1555,644698
1556,423714
1557,110755
1558,1937066
1559,1999453
1560,1114191
1561,234982
1562,2849276
1563,1912431
1564,625800
1565,4670049
1566,999716
1567,4731796
1568,2449169
1569,1615782
1570,1698233
1571,3786850
1572,4131685
1573,222675
1574,1852525
1575,4325737
1576,362517
1577,3934749
1578,3780258
1579,3053428
1580,1698909
1581,4435779
1582,4058069
1583,3300627
1584,2163165
1585,1294471
1586,1141065
1587,3756595
1588,4371869
1589,1888553
1590,1621222
1591,3220191
1592,4424170
1593,3459375
1594,1728909
1595,2194390
1596,1072976
1597,3075459
1598,2144113
1599,4996203
1600,2530282
1601,3140188
1602,2828691
1603,1460782
1604,4717968
1605,4451099
1606,2710611
1607,619993
1608,88218
1609,3194701
1610,154664
1611,1278656
1612,3012970
1613,1858388
1614,3063568
1615,686228
1616,4115408
1617,4335249
1618,10172
1619,4368058
1620,4676347
1621,3958301
1622,3073928
1623,1344666
1624,2171750
1625,2973119
1626,416868
1627,2839424
1628,1889745
1629,1526437
1630,1176878
1631,3915880
1632,2058897
1633,4078771
1634,3243844
1635,123696
1636,2357986
1637,4302637
1638,4558628
1639,783196
1640,2332399
1641,2716219
1642,203027
1643,842070
1644,4882255
1645,4320101
1646,509955
1647,4072038
1648,4006288
1649,1643134
1650,1031428
1651,2524743
1652,3806713
1653,749198
1654,4986924
1655,1446000
1656,961494
1657,4243772
1658,791724
1659,1312013
1660,3787822
1661,2572723
1662,100467
1663,3185328
1664,1839903
1665,4279232
1666,2014210
1667,3645613
1668,3964191
1669,2136639
1670,4290954
1671,722747
1672,3267348
1673,4716147
1674,4438060
1675,4432526
1676,3083351
1677,1659089
1678,3338900
1679,2125908
1680,1513704
1681,1096831
1682,4188973
1683,653489
1684,2357782
1685,3362561
1686,1256739
1687,87407
1688,2381832
1689,4866994
1690,1668123
1691,3213160
1692,3040226
1693,339514
1694,4276239
1695,764657
1696,3011945
1697,2944924
1698,229374
1699,4199422
1700,4871091
1701,4204756
1702,139764
1703,1349869
1704,3619037
1705,671699
1706,65086
1707,3884924
1708,3166500
1709,989998
1710,1001734
1711,2684736
1712,817477
1713,648968
1714,2589281
1715,376161
1716,1349921
1717,3449052
1718,4285096
1719,394496
1720,1171663
1721,2810246
1722,3332009
1723,3166247
1724,3518402
1725,1989187
1726,1425217
1727,1476225
1728,4513152
1729,3546968
1730,2833008
1731,2916023
1732,3205530
1733,3247001
1734,1416258
1735,2210440
1736,1066888
1737,1916834
1738,4251209
1739,2955861
1740,1504179
1741,4238423
1742,454399
1743,1641742
1744,1860845
1745,2230669
1746,3597086
1747,24904
1748,2462644
1749,1173462
1750,1703929
1751,3902734
1752,4419470
1753,4732447
1754,3683991
1755,2119937
1756,4570029
1757,3209070
1758,874758
1759,4121157
1760,4210110
1761,1036164
1762,3801597
1763,3273091
1764,1759611
1765,4989472
1766,272014
1767,4975850
1768,4353684
1769,4317328
1770,4868637
1771,1452193
1772,822251
1773,211574
1774,1871860
1775,2364737
1776,2129269
1777,1634581
1778,3135755
1779,3180694
1780,4572136
1781,776353
1782,3357730
1783,2232023
1784,3477668
1785,2597945
1786,1139623
1787,478688
1788,2168767
1789,397110
1790,3746966
1791,1570994
1792,4830403
1793,1044235
1794,3756337
1795,4294410
1796,1677724
1797,2798819
1798,380703
1799,3484164
1800,1046276
1801,3860723
1802,1711107
1803,3731547
1804,3568367
1805,727895
1806,1426301
1807,4763422
1808,3348874
1809,2765965
1810,2761932
1811,4084163
1812,943042
1813,3103215
1814,1076725
1815,3031770
1816,3504526
1817,353078
1818,580384
1819,3778284
1820,2412952
1821,1151781
1822,2813543
1823,1622574
1824,1861835
1825,2910654
1826,3962446
1827,1136236
1828,2999572
1829,567450
1830,469010
1831,3623015
1832,1289758
1833,101243
1834,1643281
1835,3698890
1836,1352878
1837,4778245
1838,2020056
1839,2231402
1840,25663
1841,3290812
1842,236223
1843,1064883
1844,1036635
1845,4651570
1846,287348
1847,2200426
1848,3199572
1849,449317
1850,1302849
1851,3276687
1852,4368614
1853,3614888
1854,4715607
1855,4759418
1856,1506019
1857,1174038
1858,3188308
1859,2682803
1860,2384690
1861,1323194
1862,2230250
1863,1651930
1864,4079051
1865,3435490
1866,3520470
1867,2240080
1868,3048957
1869,2527954
1870,2998909
1871,2475725
1872,94334
1873,3686217
1874,4543169
1875,1164832
1876,2388553
1877,2509130
1878,1279467
1879,2252266
1880,247352
1881,1416640
1882,636645
1883,251835
1884,1146266
1885,3196685
1886,3648423
1887,2906062
1888,828700
1889,4905969
1890,992892
1891,1741306
1892,573854
1893,3326696
1894,2818815
1895,3326682
1896,1094326
1897,2671990
1898,3750047
1899,2108842
1900,736362
1901,1110627
1902,109579
1903,4718048
1904,2690078
1905,1725302
1906,2782299
1907,4230304
1908,3391800
1909,3222067
1910,2425919
1911,2806609
1912,2739436
1913,2202493
1914,771654
1915,3169153
1916,656808
1917,2094886
1918,2634977
1919,2683724
1920,463410
1921,2211386
1922,1773284
1923,2265697
1924,4840489
1925,3313665
1926,4478999
1927,2562660
1928,4873551
1929,4570591
1930,2153488
1931,2852927
1932,4430126
1933,2135768
1934,2707630
1935,1936942
1936,1829950
1937,1989210
1938,1177430
1939,2885436
1940,1964478
1941,1335225
1942,439497
1943,3386378
1944,648809
1945,3848983
1946,4889044
1947,2512368
1948,4163999
1949,4749308
1950,493369
1951,3148599
1952,1075732
1953,3830204
1954,4653082
1955,3207006
1956,1298842
1957,2810843
1958,326070
1959,3639302
1960,2966715
1961,4108073
1962,716975
1963,1987944
1964,821045
1965,4755785
1966,4443792
1967,3773922
1968,938008
1969,4712656
1970,4248786
1971,4156282
1972,850734
1973,1921251
1974,719671
1975,4368793
1976,2210576
1977,2568054
1978,73423
1979,3135740
1980,1172190
1981,3858029
1982,3074473
1983,3353027
1984,1567066
1985,4444725
1986,4356700
1987,1746262
1988,4337424
1989,3015846
1990,3818620
1991,3635890
1992,2799101
1993,2907585
1994,3725988
1995,992888
1996,4177333
1997,744622
1998,2598344
1999,3910868
2000,3765371
2001,3146222
2002,3616720
2003,1914127
2004,3677106
2005,3014455
2006,2647147
2007,3427318
2008,582798
2009,2473450
2010,653089
2011,4417021
2012,2918834
2013,2677633
2014,4473635
2015,1554757
2016,1786874
2017,936431
2018,4388222
2019,3641398
2020,2270796
2021,1514829
2022,704272
2023,1520218
2024,4945558
2025,1770768
2026,78692
2027,25805
2028,196927
2029,3974371
2030,1233326
2031,1087702
2032,3807820
2033,2362003
2034,4641557
2035,4862661
2036,4615646
2037,2523399
2038,2253732
2039,1584225
2040,212388
2041,4892102
2042,1660279
2043,2379317
2044,3110723
2045,4787764
2046,1719267
2047,5839
2048,2420492
2049,4561996
2050,2116158
2051,3979236
2052,3430478
2053,4731050
2054,4234392
2055,3801063
2056,4569037
2057,4378709
2058,4935525
2059,227980
2060,3926735
2061,2901741
2062,650365
2063,2170505
2064,4468279
2065,3732347
2066,3709602
2067,3725313
2068,3417563
2069,1525062
2070,1436626
2071,4709244
2072,2696831
2073,3379593
2074,144633
2075,1120264
2076,4966282
2077,672867
2078,2427578
2079,57092
2080,2466368
2081,4492010
2082,3264866
2083,4449940
2084,161929
2085,2490425
2086,2937070
2087,3208423
2088,412854
2089,2930330
2090,4926996
2091,2907539
2092,3161604
2093,2709736
2094,1833624
2095,1483913
2096,1838041
2097,1088406
2098,1716501
2099,3311861
2100,3253227
2101,3105794
2102,3428738
2103,3334820
2104,910008
2105,3466839
2106,1285849
2107,2256632
2108,1283568
2109,889350
2110,2130990
2111,1019140
2112,1401368
2113,4809909
2114,2041268
2115,1844851
2116,717457
2117,1853471
2118,1955953
2119,3873439
2120,1821445
2121,2096167
2122,3786534
2123,788823
2124,3396045
2125,4566550
2126,2191631
2127,2364255
2128,1837445
2129,2191966
2130,228941
2131,3484374
2132,2833576
2133,1344131
2134,1854689
2135,575981
2136,114952
2137,1957775
2138,2126118
2139,3955819
2140,318239
2141,4233897
2142,2339074
2143,4911747
2144,3163644
2145,1449881
2146,3485494
2147,2068026
2148,1790247
2149,684946
2150,2508022
2151,2519078
2152,2597320
2153,276517
2154,871249
2155,557287
2156,2466211
2157,3168609
2158,4629600
2159,4520148
2160,3880407
2161,3573742
2162,634357
2163,956289
2164,2497404
2165,4584729
2166,1240678
2167,1848265
2168,2292909
2169,3543564
2170,1406406
2171,3527392
2172,3687010
2173,3705391
2174,3232883
2175,614009
2176,4829784
2177,1819487
2178,1122597
2179,501773
2180,4682535
2181,1385685
2182,3786184
2183,1079947
2184,3860096
2185,1071212
2186,9901
2187,2576355
2188,3817859
2189,2417756
2190,2558207
2191,1345689
2192,1657870
2193,4349318
2194,4081188
2195,3611258
2196,2740857
2197,3644855
2198,2698498
2199,1550362
2200,3476346
2201,2440338
2202,967917
2203,2914738
2204,1209287
2205,2329745
2206,374537
2207,1375602
2208,3197669
