client,income_tax
166,829412.5
167,335523.7
168,498212.5
169,825782.2
170,957772.0
171,271634.8
172,978597.7
173,132071.5
174,965891.2
175,249664.0
176,733981.0
177,981890.2
178,1112467.9
179,545866.0
180,712386.4
181,693135.7
182,1399242.0999999999
183,881575.6
184,434269.3
185,177405.69999999998
186,1161673.3
187,1054240.6
188,1100412.7
189,116671.59999999999
190,242310.1
191,465433.89999999997
192,1414703.5
193,1300489.0
194,164146.0
195,364523.2
196,1488715.9
197,713044.0
198,646174.6
199,885662.7999999999
200,217607.19999999998
201,1035954.3999999999
202,1212103.3
203,969088.0
204,29897.2
205,729222.7
206,1138405.5999999999
207,774256.0
208,1423921.0
209,1431916.9
210,165388.9
211,665748.4
212,1223893.0
213,510820.6
214,759226.0
215,1306512.0999999999
216,165781.3
217,262265.8
218,33991.6
219,613092.7
220,892209.7
221,804423.7
222,525638.5
223,334906.0
224,1366851.4
225,400932.39999999997
226,1403684.5
227,59258.799999999996
228,1132975.5999999999
229,844379.5
230,1198502.5
231,709416.1
232,429909.7
233,876151.0
234,176353.9
235,1456446.4
236,729521.7999999999
237,925026.1
238,637809.1
239,553207.9
240,471106.0
241,1081832.8
242,827776.6
243,473855.8
244,1005598.8999999999
245,604004.2
246,1136354.8
247,800941.9
248,909104.5
249,958740.7
250,1016338.0
251,420169.3
252,803029.6
253,1291337.8
254,902458.2999999999
255,290311.0
256,286184.8
257,938501.2
258,211042.9
259,1008853.2999999999
260,1115170.9
261,1203502.3
262,246443.5
263,976832.7999999999
264,856967.5
265,915040.6
266,403248.7
267,447032.5
268,612353.7999999999
269,1468702.3
270,4826.8
271,513200.19999999995
272,1294562.5
273,1392260.5
274,903768.1
275,1489243.5999999999
276,1277031.0999999999
277,1169064.7
278,383793.39999999997
279,1142559.7
280,172565.8
281,400640.5
282,963706.8999999999
283,425626.3
284,851018.2
285,1059718.0
286,85216.9
287,190779.4
288,463557.1
289,1129869.7
290,1205659.0
291,938.1
292,1412329.3
293,1085161.0
294,353289.7
295,739621.6
296,413772.7
297,1433675.2
298,145226.5
299,543184.0
300,530971.8999999999
301,451652.8
302,958878.3999999999
303,245375.5
304,366011.2
305,804545.7999999999
306,331432.6
307,989033.7999999999
308,1215151.3
309,42346.9
310,215918.8
311,1061192.8
312,1461807.0999999999
313,194087.5
314,469579.0
315,1095878.5
316,1234645.0
317,156883.3
318,201619.6
319,837171.4
320,1353223.5999999999
321,816379.2999999999
322,303018.39999999997
323,30187.3
324,19406.5
325,403967.8
326,650138.7999999999
327,1456998.4
328,706659.1
329,1259849.8
330,519664.0
331,278492.5
332,1449406.0
333,148724.8
334,926043.4
335,264273.1
336,1104748.9
337,220333.6
338,987887.5
339,1199892.0999999999
340,537876.7
341,277005.1
342,48765.4
343,670562.7999999999
344,899348.7999999999
345,1232961.7
346,119706.7
347,184896.69999999998
348,728308.9
349,527324.2
350,977360.5
351,935160.4
352,117243.09999999999
353,801655.2999999999
354,1115830.0
355,851946.7
356,890966.2
357,600693.7
358,191291.5
359,1466971.9
360,41113.6
361,899972.7999999999
362,652466.5
363,789387.4
364,710613.7
365,912511.9
366,45797.799999999996
367,989197.2999999999
368,1035823.8999999999
369,1321627.9
370,1065763.5999999999
371,172850.8
372,307557.7
373,77839.59999999999
374,1213101.4
375,1071523.0
376,1297313.8
377,557920.2999999999
378,322951.3
379,396695.8
380,1437516.0999999999
381,800132.5
382,476915.2
383,799078.6
384,566871.1
385,1325680.5999999999
386,923550.1
387,44316.4
388,998509.2999999999
389,625393.2999999999
390,4587.8
391,359973.7
392,330625.3
393,165672.4
394,299783.8
395,26899.0
396,783354.1
397,1330709.8
398,225325.9
399,1256462.8
400,1291346.5
401,264703.3
402,1405984.3
403,11201.8
404,1411276.5999999999
405,689541.4
406,344109.1
407,697993.9
408,584302.6
409,1216033.9
410,820521.1
411,331686.7
412,209134.9
413,1130786.2
414,149942.5
415,46079.5
416,757391.2
417,972767.5
418,1122876.0999999999
419,249682.9
420,1199947.0
421,958462.6
422,19473.1
423,1210.4
424,1047255.1
425,1445200.9
426,1116517.5999999999
427,1420503.7
428,824759.7999999999
429,723286.6
430,1335669.7
431,384277.0
432,1400149.0
433,288724.0
434,568165.2999999999
435,1010662.6
436,1143784.5999999999
437,124793.2
438,1156412.2
439,1324602.7
440,476182.6
441,1209811.9
442,1269150.7
443,1242261.0999999999
444,929267.2
445,426928.6
446,930223.6
447,15762.699999999999
448,355044.7
449,1391980.3
450,1394409.0999999999
451,156834.1
452,1441287.4
453,581537.5
454,1311668.8
455,729997.2999999999
456,998483.2
457,934877.5
458,1284958.3
459,1366023.7
460,573254.5
461,963687.3999999999
462,1146254.2
463,118087.0
464,737794.2999999999
465,1156145.2
466,1272828.4
467,32854.6
468,205863.69999999998
469,1370664.7
470,1440853.0
471,1252578.7
472,608787.1
473,909199.2999999999
474,697718.7999999999
475,1115876.2
476,436661.5
477,823477.6
478,1441612.9
479,1370458.0
480,832150.0
481,413227.6
482,0.0
483,1219223.5
484,969457.6
485,197132.19999999998
486,1188520.0
487,379359.1
488,405100.0
489,983964.3999999999
490,106439.8
491,47400.1
492,238141.9
493,1214048.2
494,463423.89999999997
495,560224.6
496,997643.5
497,1057445.5
498,307008.1
499,1115883.4
500,777751.9
501,14993.8
502,958337.7999999999
503,1323556.5999999999
504,407093.5
505,671735.2
506,608542.0
507,699966.7
508,910400.5
509,1073074.5999999999
510,3737.0
511,1269577.9
512,676803.4
513,373342.3
514,1339875.4
515,710195.5
516,1250756.8
517,806732.5
518,211421.8
519,567253.6
520,620631.7
521,539326.0
522,21657.4
523,1024506.1
524,258346.0
525,21928.3
526,607262.7999999999
527,1216814.2
528,640896.7
529,1313170.0
530,343297.89999999997
531,364116.1
532,645148.2999999999
533,210866.8
534,1476601.5999999999
535,1278157.3
536,348098.2
537,188326.3
538,337862.5
539,1488550.0
540,1127792.2
541,1475985.7
542,211525.0
543,421920.1
544,731576.7999999999
545,1184518.0
546,414156.7
547,269886.39999999997
548,944128.0
549,993719.2
550,482437.89999999997
551,667631.7999999999
552,729617.2
553,110902.9
554,1459404.7
555,470702.2
556,1043657.5
557,1139575.9
558,977308.0
559,315905.8
560,1032210.7
561,965533.0
562,1453961.8
563,278053.0
564,231652.0
565,1370402.2
566,508323.1
567,846266.2
568,957056.7999999999
569,1283733.7
570,1351342.3
571,1390197.4
572,1413787.9
573,249243.09999999998
574,181551.69999999998
575,427390.89999999997
576,1171745.5
577,641556.4
578,265474.9
579,34274.5
580,1318575.7
581,1481090.8
582,274055.8
583,564147.1
584,611736.1
585,850082.5
586,105137.8
587,843753.4
588,340524.39999999997
589,372564.39999999997
590,1453829.5
591,986108.7999999999
592,76714.59999999999
593,1100587.0
594,724823.7999999999
595,1409009.8
596,296658.39999999997
597,161953.9
598,588479.2
599,1199601.4
600,1063769.8
601,1028510.2
602,764004.4
603,867311.7999999999
604,67378.0
605,522706.0
606,768251.7999999999
607,384395.2
608,1310256.7
609,710796.1
610,637301.7999999999
611,811303.0
612,723319.9
613,451567.3
614,1248932.5
615,485119.3
616,201725.19999999998
617,385976.5
618,478516.6
619,499306.6
620,211121.19999999998
621,890795.5
622,226135.0
623,40612.9
624,643654.9
625,409571.2
626,234296.5
627,995251.6
628,1487627.5
629,181600.9
630,774703.9
631,1141699.5999999999
632,1143667.5999999999
633,419055.1
634,1035685.0
635,207815.19999999998
636,1202122.5999999999
637,1250181.4
638,110480.8
639,502610.19999999995
640,765499.6
641,1487927.5
642,1135267.0
643,413900.8
644,601127.5
645,1054802.2
646,568147.2999999999
647,446223.7
648,676978.6
649,1257415.0
650,951697.8999999999
651,1035139.6
652,860434.0
653,133816.0
654,1399480.9
655,577693.0
656,1306688.2
657,1455566.5
658,590540.2
659,1437672.4
660,1417444.3
661,747977.2
662,988003.0
663,663631.6
664,170554.3
665,206987.19999999998
666,185610.4
667,126251.5
668,570645.1
669,771941.5
670,850611.1
671,673108.2999999999
672,496648.3
673,1334851.9
674,1181181.4
675,429720.1
676,1089012.7
677,881929.0
678,270636.1
679,1483037.2
680,1207323.7
681,605664.1
682,1075811.5
683,1381956.0999999999
684,1160072.8
685,1220018.2
686,528694.8999999999
687,1213003.9
688,1156401.7
689,954401.5
690,88813.3
691,916240.6
692,1461262.0
693,1261772.8
694,961018.0
695,901356.4
696,443182.6
697,807079.2999999999
698,1156960.5999999999
699,1124668.9
700,781984.0
701,773373.1
702,932473.9
703,1223122.5999999999
704,1776.6
705,858517.6
706,1346019.4
707,400906.3
708,1353686.5
709,114815.5
710,240478.0
711,586207.0
712,763153.6
713,866812.0
714,18547.3
715,976999.8999999999
716,306275.5
717,1007804.7999999999
718,368264.2
719,691210.0
720,170062.0
721,357767.2
722,961331.7999999999
723,709353.1
724,648840.7
725,500569.3
726,57481.9
727,569885.5
728,807628.9
729,1411969.9
730,203944.9
731,62439.4
732,58677.4
733,279892.6
734,553745.2
735,144068.8
736,525445.8999999999
737,910609.2999999999
738,1450733.5
739,1128898.3
740,1339111.9
741,1081163.5
742,66459.7
743,117508.3
744,946280.7999999999
745,892610.2
746,1379467.0
747,528.8000000000001
748,554006.7999999999
749,307253.8
750,1273780.9
751,1351625.5
752,164399.19999999998
753,71155.9
754,794881.9
755,184490.8
756,1204555.5999999999
757,726618.7
758,198304.3
759,555347.2
760,811659.1
761,303270.1
762,16145.8
763,1343741.8
764,844667.5
765,807181.6
766,70076.79999999999
767,68999.79999999999
768,373263.39999999997
769,1453587.7
770,522260.8
771,221231.8
772,1373622.4
773,203549.19999999998
774,973393.2999999999
775,193674.69999999998
776,823778.5
777,438925.6
778,521965.6
779,129058.59999999999
780,903021.1
781,534688.2999999999
782,1420223.2
783,723298.0
784,488621.19999999995
785,451148.8
786,275146.3
787,959254.2999999999
788,691095.4
789,1037591.2
790,126707.5
791,1390540.0
792,1293783.0999999999
793,1437124.5999999999
794,638279.2
795,1430845.3
796,748480.0
797,283976.5
798,1180675.3
799,972556.8999999999
800,36217.6
801,689135.5
802,808113.1
803,832541.7999999999
804,163792.6
805,1176955.0
806,850462.9
807,829864.6
808,1276070.2
809,1126889.8
810,949160.5
811,1280920.5999999999
812,941602.2999999999
813,530868.7
814,193788.4
815,1399560.4
816,995058.3999999999
817,237650.5
818,247058.8
819,1082685.4
820,385062.7
821,257235.69999999998
822,341980.3
823,11587.599999999999
824,12666.4
825,489388.89999999997
826,237240.69999999998
827,243518.8
828,287254.0
829,923479.2999999999
830,219381.4
831,1353027.7
832,1286627.2
833,1491136.3
834,1102280.2
835,262861.6
836,231076.3
837,1169179.0
838,1234383.4
839,625652.2
840,1070736.0999999999
841,259594.0
842,223321.9
843,124127.5
844,292657.3
845,1218481.5999999999
846,984745.8999999999
847,130366.9
848,1218190.9
849,391190.8
850,1110566.2
851,1344233.5
852,439916.5
853,1373623.9
854,1265957.2
855,80457.7
856,186172.9
857,1346399.5
858,1151066.8
859,1464527.5
860,237070.6
861,186952.0
862,63330.4
863,1025203.0
864,535696.6
865,1021941.1
866,455701.89999999997
867,286071.7
868,474090.1
869,558768.1
870,738072.4
871,11768.8
872,320149.89999999997
873,990250.6
874,721325.5
875,1179251.5
876,367233.39999999997
877,623772.4
878,238435.9
879,1045263.1
880,1436755.0
881,736444.2999999999
882,107104.0
883,1082203.3
884,1372203.7
885,1161286.5999999999
886,385869.7
887,978429.1
888,835939.0
889,648999.1
890,300772.89999999997
891,0.0
892,902073.1
893,270492.7
894,344556.7
895,349993.3
896,1277773.3
897,624354.7
898,1326645.4
899,1083557.5
900,651013.0
901,916166.5
902,444647.8
903,251371.9
904,788486.2
905,1230698.8
906,1144021.9
907,63050.799999999996
908,1367144.8
909,1335299.8
910,1019030.7999999999
911,1402801.5999999999
912,34015.3
913,637676.5
914,431443.3
915,798001.9
916,1364366.5
917,549518.5
918,859434.7
919,1370878.3
920,930786.7
921,756256.9
922,1331170.9
923,649979.5
924,909602.5
925,327384.7
926,31052.2
927,1434436.3
928,1107441.0999999999
929,1092614.5
930,355095.1
931,140590.0
932,211945.3
933,1023423.3999999999
934,255294.4
935,438573.39999999997
936,979363.8999999999
937,791586.1
938,780920.7999999999
939,1068597.4
940,673166.7999999999
941,978957.7
942,682956.7
943,164734.0
944,279699.7
945,806683.0
946,160122.1
947,694651.0
948,628202.2
949,274507.3
950,258263.8
951,1325794.5999999999
952,1005970.2999999999
953,139928.19999999998
954,280350.1
955,1274377.9
956,1221981.0999999999
957,305830.6
958,154254.1
959,810209.7999999999
960,843613.2999999999
961,1071034.3
962,394877.2
963,756100.0
964,641421.1
965,504490.0
966,1097002.3
967,863897.5
968,863385.7
969,406468.6
970,190174.3
971,1150529.5
972,103403.5
973,379528.6
974,1176019.9
975,874098.7
976,1003637.7999999999
977,1328359.0
978,534119.7999999999
979,491716.3
980,298848.1
981,1182665.5
982,1167652.3
983,775682.5
984,707181.4
985,1069601.8
986,266277.4
987,1403498.2
988,1178639.5
989,153507.69999999998
990,106446.09999999999
991,1336669.3
992,1185544.9
993,64586.2
994,1003865.7999999999
995,1142096.8
996,1425334.5999999999
997,1468824.0999999999
998,941207.7999999999
999,1211281.0
1000,603876.7
1001,844634.5
1002,100045.0
1003,378479.5
1004,931944.7
1005,171820.9
1006,905764.2999999999
1007,723337.6
1008,225465.4
1009,146800.0
1010,1191285.7
1011,1014303.7
1012,310912.3
1013,943502.7999999999
1014,429693.39999999997
1015,98970.7
1016,460591.89999999997
1017,1184232.0999999999
1018,1028552.2
1019,849263.7999999999
1020,722449.0
1021,539013.4
1022,783.4000000000001
1023,707811.4
1024,223392.69999999998
1025,1547.6
1026,520727.8
1027,1450189.3
1028,798783.7
1029,740458.9
1030,253982.8
1031,695684.5
1032,984248.5
1033,572515.2999999999
1034,888699.4
1035,287737.0
1036,1023332.2
1037,1311305.2
1038,1434392.8
1039,803098.0
1040,1328820.0999999999
1041,959836.8999999999
1042,706857.4
1043,1092611.8
1044,1289402.2
1045,904849.0
1046,1356357.0999999999
1047,14529.7
1048,78918.09999999999
1049,1021522.2999999999
1050,27133.3
1051,651742.9
1052,150115.6
1053,1228605.4
1054,225479.8
1055,690793.9
1056,315913.3
1057,1164797.2
1058,145489.0
1059,158997.69999999998
1060,191299.0
1061,99266.5
1062,355039.89999999997
1063,527374.8999999999
1064,854621.2
1065,970304.2
1066,406822.0
1067,880289.2
1068,1318255.3
1069,1102483.5999999999
1070,549013.6
1071,1166197.9
1072,1316140.0
1073,992722.0
1074,1317098.2
1075,783569.7999999999
1076,201304.0
1077,174352.3
1078,911204.2
1079,356729.8
1080,997342.2999999999
1081,720012.4
1082,486682.89999999997
1083,285096.39999999997
1084,915520.9
1085,807690.7
1086,498142.6
1087,1383198.7
1088,914436.4
1089,1001640.1
1090,192699.4
1091,485374.3
1092,1220428.5999999999
1093,875782.0
1094,201190.3
1095,104188.3
1096,1235704.0
1097,34750.6
1098,1237238.2
1099,394666.0
1100,601155.7
1101,147640.3
1102,1057825.9
1103,1469146.3
1104,1030293.1
1105,1473123.0999999999
1106,1196847.4
1107,301390.0
1108,646498.0
1109,687936.1
1110,256971.09999999998
1111,937638.7
1112,1089023.2
1113,148831.9
1114,1224793.5999999999
1115,200288.8
1116,438435.7
1117,506719.3
1118,695385.1
1119,481850.5
1120,32239.899999999998
1121,232896.4
1122,859037.7999999999
1123,119938.0
1124,341097.39999999997
1125,477684.7
1126,921490.9
1127,77648.8
1128,1318112.5
1129,221875.6
1130,1357678.3
1131,1017636.3999999999
1132,1406338.3
1133,148644.69999999998
1134,76953.09999999999
1135,1369189.5999999999
1136,492962.8
1137,832917.7
1138,45049.9
1139,659508.1
1140,977160.3999999999
1141,1463877.0999999999
1142,854086.9
1143,596769.1
1144,1368693.0999999999
1145,123935.5
1146,9408.4
1147,17644.3
1148,255328.3
1149,632655.4
1150,899250.4
1151,548623.9
1152,606268.9
1153,251092.9
1154,136291.9
1155,1013513.2
1156,1087015.9
1157,1084549.5999999999
1158,615878.7999999999
1159,762431.7999999999
1160,1411160.2
1161,911095.9
1162,1419260.8
1163,300356.8
1164,655892.7999999999
1165,962877.7
1166,1038434.5
1167,1335722.8
1168,1254969.0999999999
1169,555894.7
1170,755788.0
1171,1187892.7
1172,210935.5
1173,985241.7999999999
1174,200362.6
1175,706151.5
1176,1026189.7
1177,644923.0
1178,1450883.2
1179,482104.3
1180,383940.1
1181,1356304.0
1182,527507.5
1183,1146428.8
1184,808243.9
1185,751306.6
1186,1455409.5999999999
1187,938914.9
1188,154691.8
1189,1308712.5999999999
1190,1424959.3
1191,1282642.0
1192,1038193.0
1193,1232476.0
1194,406077.7
1195,613785.4
1196,198538.3
1197,1068531.0999999999
1198,692547.1
1199,1200054.7
1200,1386401.2
1201,223697.19999999998
1202,342870.1
1203,1189586.8
1204,650322.4
1205,1306422.7
1206,230079.69999999998
1207,396698.2
1208,764168.7999999999
1209,289888.6
1210,248396.5
1211,250876.9
1212,1346518.3
1213,157284.69999999998
1214,912137.2
1215,865067.2
1216,674707.6
1217,1367421.0999999999
1218,1381958.8
1219,957340.2999999999
1220,1284570.7
1221,319963.0
1222,948118.2999999999
1223,1251330.0999999999
1224,866910.1
1225,1345437.7
1226,322074.7
1227,1479675.0999999999
1228,2775.4
1229,1317781.9
1230,1091240.5
1231,590097.1
1232,431263.89999999997
1233,691508.7999999999
1234,5827.8
1235,468183.7
1236,1084954.0
1237,1240902.0999999999
1238,126207.7
1239,668773.9
1240,1252276.5999999999
1241,831277.2999999999
1242,25263.1
1243,128694.4
1244,770081.5
1245,626806.0
1246,325885.3
1247,661386.1
1248,245888.8
1249,891934.6
1250,546339.7
1251,90517.3
1252,583266.7
1253,1038594.3999999999
1254,824943.4
1255,1466417.2
1256,930445.9
1257,1416161.2
1258,127909.59999999999
1259,1349173.5999999999
1260,630673.0
1261,507900.39999999997
1262,225319.6
1263,1261583.2
1264,1447833.0999999999
1265,1168002.4
1266,45699.4
1267,1160974.0
1268,665657.5
1269,1103725.9
1270,856300.6
1271,564205.0
1272,319455.7
1273,372956.5
1274,1426498.3
1275,130623.4
1276,626960.5
1277,608521.2999999999
1278,1371210.0999999999
1279,1086314.2
1280,1067376.4
1281,1250374.3
1282,533047.9
1283,326216.8
1284,1279248.7
1285,518221.3
1286,1275577.3
1287,875866.2999999999
1288,267917.8
1289,1247731.9
1290,704595.7
1291,752198.5
1292,1398600.0999999999
1293,480091.6
1294,601043.5
1295,1352571.0999999999
1296,79822.9
1297,847093.6
1298,769244.5
1299,619952.2
1300,145566.4
1301,550133.5
1302,603720.1
1303,559932.1
1304,354040.6
1305,1082253.7
1306,159989.8
1307,1089520.9
1308,1023793.8999999999
1309,492423.69999999995
1310,1383971.5
1311,191229.4
1312,834181.0
1313,245131.0
1314,693727.0
1315,1034014.0
1316,572466.4
1317,1162545.0999999999
1318,1273027.3
1319,1455431.8
1320,1150038.4
1321,199763.5
1322,593080.9
1323,598022.2
1324,1096396.5999999999
1325,1338575.8
1326,907807.9
1327,1136446.9
1328,1086686.2
1329,263673.1
1330,702732.4
1331,642530.2
1332,735252.1
1333,192408.1
1334,1247620.3
1335,780175.9
1336,181393.0
1337,1173524.2
1338,1071707.8
1339,689124.7
1340,82925.2
1341,285807.39999999997
1342,59624.2
1343,804049.0
1344,1236332.5
1345,1250407.3
1346,1395348.4
1347,1084525.3
1348,75101.5
1349,546711.7
1350,1060758.0999999999
1351,1488245.2
1352,1101845.5
1353,641544.1
1354,1118790.7
1355,813280.9
1356,722074.6
1357,781739.5
1358,690251.5
1359,1139985.4
1360,1178983.3
1361,232803.1
1362,157179.1
1363,129251.2
1364,611240.7999999999
1365,7863.4
1366,1485910.9
1367,982069.2999999999
1368,1184125.3
1369,1124704.5999999999
1370,370679.2
1371,633979.2999999999
1372,45064.9
1373,948052.9
1374,572849.7999999999
1375,1249379.8
1376,1318250.8
1377,72510.1
1378,225316.3
1379,421227.1
1380,653645.2
1381,1345640.8
1382,49594.9
1383,1351590.7
1384,1211228.8
1385,427845.1
1386,331308.1
1387,1414070.5
1388,1246137.4
1389,1462253.2
1390,1375359.7
1391,805267.2999999999
1392,833983.9
1393,297789.39999999997
1394,139492.9
1395,839940.7
1396,521902.89999999997
1397,1195865.2
1398,938284.6
1399,623485.2999999999
1400,1303246.9
1401,51015.1
1402,582222.4
1403,466033.89999999997
1404,680872.9
1405,1439717.8
1406,462754.6
1407,330507.7
1408,229372.6
1409,149694.1
1410,1401642.0999999999
1411,1422117.0999999999
1412,139490.19999999998
1413,134634.4
1414,427137.39999999997
1415,89217.4
1416,968878.8999999999
1417,675971.7999999999
1418,17931.699999999997
1419,1076097.0999999999
1420,1101277.0
1421,89423.5
1422,76066.3
1423,92119.3
1424,406713.1
1425,1380526.3
1426,1397419.0
1427,244851.69999999998
1428,1324410.4
1429,1134322.5999999999
1430,1426816.0
1431,1103685.4
1432,278032.89999999997
1433,1175784.0999999999
1434,910268.7999999999
1435,750492.1
1436,24506.5
1437,1397544.7
1438,625071.4
1439,134137.59999999998
1440,88096.3
1441,1385167.9
1442,110269.59999999999
1443,1066745.2
1444,864685.2999999999
1445,540384.7
1446,638658.4
1447,220330.6
1448,755315.5
1449,199555.3
1450,840912.4
1451,1177883.8
1452,69312.4
1453,271058.8
1454,999626.2
1455,418678.3
1456,776696.2
1457,274008.39999999997
1458,28998.1
1459,1335772.9
1460,954979.0
1461,640474.6
1462,196100.5
1463,1115106.4
1464,22319.199999999997
1465,978431.2
1466,762778.9
1467,39022.899999999994
1468,1014043.0
1469,1158102.4
1470,1323082.3
1471,2647.6000000000004
1472,1136378.2
1473,7142.5
1474,755938.6
1475,239419.3
1476,307127.2
1477,1039427.5
1478,438082.6
1479,144549.69999999998
1480,1424470.5999999999
1481,206650.3
1482,434129.5
1483,624175.9
1484,107612.5
1485,544809.7
1486,47009.2
1487,267574.0
1488,1150543.5999999999
1489,1326401.5
1490,620552.5
1491,1486528.0
1492,15729.1
1493,381685.0
1494,507211.89999999997
1495,1474166.8
1496,786382.0
1497,1274573.8
1498,328217.8
1499,1106035.9
1500,586463.7999999999
1501,888176.5
1502,250810.0
1503,1100746.9
1504,1166239.5999999999
1505,1143300.0999999999
1506,1118848.0
1507,682935.7
1508,782983.0
1509,1489299.0999999999
1510,1387897.0
1511,1222402.3
1512,42628.0
1513,626348.7999999999
1514,530311.3
1515,339918.39999999997
1516,1050439.9
1517,510851.19999999995
1518,630592.2999999999
1519,401662.0
1520,248952.09999999998
1521,1225444.5999999999
1522,710545.9
1523,1126298.8
1524,949742.5
1525,39758.8
1526,554627.5
1527,27278.2
1528,507461.8
1529,1126300.9
1530,886631.5
1531,546485.7999999999
1532,1286.2
1533,209692.0
1534,1445610.7
1535,1466401.9
1536,1129826.5
1537,292728.39999999997
1538,1153214.5
1539,515385.39999999997
1540,26513.2
1541,842932.0
1542,538648.0
1543,1289044.5999999999
1544,1069666.0
1545,65227.0
1546,1447009.9
1547,691684.9
1548,888330.7
1549,24842.2
1550,756264.7
1551,1467506.8
1552,234177.69999999998
1553,130793.5
1554,954396.7
1555,185409.4
1556,119114.2
1557,25226.5
1558,573119.7999999999
1559,591835.9
1560,326257.3
1561,62494.6
1562,846782.7999999999
1563,565729.2999999999
1564,179740.0
1565,1393014.7
1566,291914.8
1567,1411538.8
1568,726750.7
1569,476734.6
1570,501469.89999999997
1571,1128055.0
1572,1231505.5
1573,58802.5
1574,547757.5
1575,1289721.0999999999
1576,100755.09999999999
1577,1172424.7
1578,1126077.4
1579,908028.4
1580,501672.69999999995
1581,1322733.7
1582,1209420.7
1583,982188.1
1584,640949.5
1585,380341.3
1586,334319.5
1587,1118978.5
1588,1303560.7
1589,558565.9
1590,478366.6
1591,958057.2999999999
1592,1319251.0
1593,1029812.5
1594,510672.69999999995
1595,650317.0
1596,313892.8
1597,914637.7
1598,635233.9
1599,1490860.9
1600,751084.6
1601,934056.4
1602,840607.2999999999
1603,430234.6
1604,1407390.4
1605,1327329.7
1606,805183.2999999999
1607,177997.9
1608,18465.4
1609,950410.2999999999
1610,38399.2
1611,375596.8
1612,895891.0
1613,549516.4
1614,911070.4
1615,197868.4
1616,1226622.4
1617,1292574.7
1618,17.2
1619,1302417.4
1620,1394904.0999999999
1621,1179490.3
1622,914178.4
1623,395399.8
1624,643525.0
1625,883935.7
1626,117060.4
1627,843827.2
1628,558923.5
1629,449931.1
1630,345063.39999999997
1631,1166764.0
1632,609669.1
1633,1215631.3
1634,965153.2
1635,29108.8
1636,699395.7999999999
1637,1282791.0999999999
1638,1359588.4
1639,226958.8
1640,691719.7
1641,806865.7
1642,52908.1
1643,244621.0
1644,1456676.5
1645,1288030.3
1646,144986.5
1647,1213611.4
1648,1193886.4
1649,484940.19999999995
1650,301428.39999999997
1651,749422.9
1652,1134013.9
1653,216759.4
1654,1488077.2
1655,425800.0
1656,280448.2
1657,1265131.5999999999
1658,229517.19999999998
1659,385603.89999999997
1660,1128346.5999999999
1661,763816.9
1662,22140.1
1663,947598.4
1664,543970.9
1665,1275769.5999999999
1666,596263.0
1667,1085683.9
1668,1181257.3
1669,632991.7
1670,1279286.2
1671,208824.1
1672,972204.3999999999
